time,Day,S_Guinea,E_Guinea,I_Guinea,R_Guinea,D_Guinea,C_Guinea,Guinea_New_case,Guinea_Noise,Guinea_New_Deaths,Guinea_Death_Noise,S_Liberia,E_Liberia,I_Liberia,R_Liberia,D_Liberia,C_Liberia,Liberia_New_case,Liberia_Noise,Liberia_New_Deaths,Liberia_Death_Noise,S_SierraLeone,E_SierraLeone,I_SierraLeone,R_SierraLeone,D_SierraLeone,C_SierraLeone,SierraLeone_New_case,SierraLeone_Noise,SierraLeone_New_Deaths,SierraLeone_Death_Noise
2014-02-27,61,1817958.8728254559,41.586588754454056,57.59094904494006,5439298.848110528,4242653.10152621,9681999.54058578,41.82649777829647,27,29.54069843981415,44,254860.04673782105,0.0008982845054407505,0.0017919788806345434,2307146.712267344,1938003.2383045692,4245139.9523638915,0.0009765075519680977,0,0.0009934932459145784,0,681847.040902633,0.1807009602171938,0.28492344522230484,3437169.9401533483,2680992.55331961,6118152.778396399,0.18897639401257038,0,0.15196565119549632,0
2014-02-28,62,1817942.7061501457,28.793565985692968,39.87484084924755,5439325.070473604,4242673.5549694095,9682028.50028386,28.959698079153895,16,20.453443199396133,36,254860.04651313374,0.0005380585716688114,0.001073367727441165,2307146.712975782,1938003.238899656,4245139.952948805,0.0005849134176969528,0,0.0005950869526714087,0,681846.9836995759,0.11628919808183881,0.18336106864396806,3437170.065533796,2680992.651116359,6118152.900011219,0.12161482032388449,0,0.0977967488579452,0
2014-03-01,63,1817931.5127629049,19.93595793698966,27.608473667759156,5439343.226295217,4242687.716510268,9682048.551279152,20.050995292142034,35,14.161540858447552,7,254860.04637854948,0.00032228879251754947,0.0006429307277795604,2307146.7134001246,1938003.2392561042,4245139.95329916,0.0003503551706671715,0,0.0003564481157809496,0,681846.9468868355,0.07483733083491406,0.1180011021990673,3437170.146221759,2680992.71405297,6118152.978275826,0.07826460711658001,0,0.06293661100789905,0
2014-03-02,64,1817923.7627530661,13.803156601419287,19.115468061953855,5439355.7969788015,4242697.521643464,9682062.434090327,13.882811175659299,13,9.805133196525276,15,254860.04629793557,0.00019304601795848338,0.00038510559399785704,2307146.7136542993,1938003.2394696113,4245139.953509016,0.0002098558470606804,0,0.00021350709721446037,0,681846.923196181,0.048161188998542014,0.07593901978102197,3437170.1981480955,2680992.754555512,6118153.028642622,0.050366795621812344,0,0.0405025421641767,0
2014-03-03,65,1817918.3968488425,9.556953681796001,13.235088693474946,5439364.500622909,4242704.310485868,9682072.046197472,9.612107144668698,8,6.788842403329909,6,254860.0462496491,0.00011563158836189186,0.00023067231328815208,2307146.7138065463,1938003.2395974987,4245139.9536347175,0.00012570153921842575,0,0.00012788735330104828,0,681846.9079501792,0.030993891565364747,0.04887017625543205,3437170.2315650294,2680992.780620721,6118153.06105592,0.03241329826414585,0,0.026065208949148655,0
2014-03-04,66,1817914.6816374008,6.616988520681236,9.16364690792239,5439370.526813015,4242709.01091415,9682078.701374074,6.655176602303982,13,4.7004282819107175,2,254860.0462207262,6.926153958340413e-05,0.00013816916109235815,2307146.7138977395,1938003.2396741016,4245139.95371001,7.529277354478836e-05,0,7.660291157662868e-05,0,681846.8981386914,0.01994596349292939,0.03145015733256106,3437170.2530703293,2680992.797394856,6118153.081915336,0.020859415642917156,0,0.0167741347104311,0
2014-03-05,67,1817912.109322549,4.581431176781047,6.344677338301748,5439374.69919603,4242712.265372901,9682083.309246268,4.6078721936792135,4,3.254458751529455,2,254860.04620340184,4.148659591555108e-05,8.276120035491245e-05,2307146.713952363,1938003.2397199853,4245139.95375511,4.509929567575455e-05,0,4.5883702114224434e-05,0,681846.8918245577,0.012836124861877964,0.020239591397965717,3437170.2669099574,2680992.808189766,6118153.095339307,0.013423970900475979,0,0.01079491013661027,0
2014-03-06,68,1817910.3283194436,3.1720635688230647,4.392892114475034,5439377.5880476795,4242714.518677188,9682086.499616984,3.1903707161545753,1,2.2533042868599296,2,254860.04619302484,2.484983761945978e-05,4.957269557675848e-05,2307146.713985082,1938003.239747469,4245139.953782123,2.7013011276721954e-05,0,2.748379483819008e-05,0,681846.887761129,0.00826062446136612,0.013025088703495493,3437170.2758163796,2680992.815136775,6118153.103978235,0.008638928644359112,0,0.006947008892893791,0
2014-03-07,69,1817909.095199694,2.196253863314753,3.0415249716680823,5439379.588214308,4242716.078807159,9682088.708546437,2.2089294530451298,1,1.560129971243441,3,254860.04618680914,1.4884671575983238e-05,2.9693284275160078e-05,2307146.7140046796,1938003.2397639314,4245139.953798304,1.618172973394394e-05,0,1.6462290659546852e-05,0,681846.8851461294,0.005316083674650338,0.008382230914209417,3437170.2815480637,2680992.819607489,6118153.109537776,0.00555954035371542,0,0.0044707139022648335,0
2014-03-08,70,1817908.2414200357,1.520628588000139,2.1058728355452843,5439380.97307783,4242717.159000706,9682090.237951372,1.5294049344956875,4,1.0801935466006398,0,254860.04618308606,8.915689824915989e-06,1.778582156313752e-05,2307146.7140164184,1938003.2397737922,4245139.9538079975,9.6932053565979e-06,0,9.860843420028687e-06,0,681846.8834632596,0.003421139174500431,0.005394342764207561,3437170.2852366613,2680992.822484594,6118153.113115589,0.003577813506126404,0,0.00287710502743721,0
2014-03-09,71,1817907.6502854798,1.05284331232814,1.4580513765394283,5439381.931921251,4242717.906898575,9682091.296871206,1.0589198339730501,0,0.747897868975997,0,254860.046180856,5.3403615311301755e-06,1.0653434465741805e-05,2307146.7140234504,1938003.2397796984,4245139.953813804,5.8067962527275085e-06,0,5.906214937567711e-06,0,681846.8823802569,0.0022016570569767546,0.0034715024401809646,3437170.2876104387,2680992.8243361404,6118153.115418076,0.0023024864494800568,0,0.0018515465781092644,0
2014-03-10,72,1817907.2409994977,0.7289610514141777,1.009516620459938,5439382.595799339,4242718.4247234855,9682092.03003945,0.7331682443618774,1,0.5178249105811119,1,254860.0461795202,3.1987951513173367e-06,6.38124484889832e-06,2307146.7140276623,1938003.2397832363,4245139.953817282,3.4775584936141968e-06,0,3.537861630320549e-06,0,681846.8816832962,0.0014168655065844912,0.0022340682398823645,3437170.289138072,2680992.825527693,6118153.116899828,0.0014817528426647186,0,0.0011915527284145355,0
2014-03-11,73,1817906.9576206654,0.5047134731552987,0.6989628477411021,5439383.055451126,4242718.78325188,9682092.53766586,0.5076264105737209,2,0.35852839425206184,0,254860.04617872008,1.916029683544318e-06,3.82226868858603e-06,2307146.714030185,1938003.2397853555,4245139.953819365,2.0833685994148254e-06,0,2.1192245185375214e-06,0,681846.8812347706,0.0009118168186461161,0.0014377236188585511,3437170.290121172,2680992.8262945116,6118153.117853403,0.0009535746648907661,0,0.0007668184116482735,0
2014-03-12,74,1817906.7614165952,0.3494503165732921,0.4839435024325046,5439383.373702009,4242719.031487569,9682092.889133088,0.351467227563262,0,0.2482356894761324,0,254860.0461782408,1.1476721016560867e-06,2.2894797385138507e-06,2307146.7140316954,1938003.239786625,4245139.953820612,1.2470409274101257e-06,0,1.2693926692008972e-06,0,681846.8809461242,0.000586795115568456,0.0009252397860983813,3437170.290753842,2680992.826787994,6118153.118467072,0.0006136689335107803,0,0.0004934822209179401,0
2014-03-13,75,1817906.6255700737,0.24195019600406262,0.3350697525110971,5439383.594050543,4242719.203359426,9682093.13247973,0.24334664084017277,0,0.17187185678631067,0,254860.04617795377,6.874379404468855e-07,1.3713631566518773e-06,2307146.7140326006,1938003.2397873853,4245139.953821359,7.469207048416138e-07,0,7.604248821735382e-07,0,681846.8807603673,0.00037762905901966414,0.0005954334329833287,3437170.2911609933,2680992.827105572,6118153.118861994,0.00039492174983024597,0,0.00031757820397615433,0
2014-03-14,76,1817906.5315135152,0.16751993643711977,0.2319934701208341,5439383.746614084,4242719.322358987,9682093.300966546,0.16848681680858135,0,0.11899956129491329,0,254860.04617778183,4.1176460396565573e-07,8.214251408993514e-07,2307146.714033142,1938003.2397878408,4245139.953821806,4.470348358154297e-07,0,4.55416738986969e-07,0,681846.8806408242,0.0002430212604729836,0.00038318815732974024,3437170.291423014,2680992.827309948,6118153.119116146,0.0002541523426771164,0,0.00020437594503164291,0
2014-03-15,77,1817906.466391235,0.11598638605645484,0.16062616427384088,5439383.852245058,4242719.404751148,9682093.417622378,0.11665583215653896,1,0.08239216078072786,0,254860.04617767886,2.4664058800943304e-07,4.92020872619287e-07,2307146.714033467,1938003.2397881134,4245139.953822074,2.682209014892578e-07,0,2.7264468371868134e-07,0,681846.8805638928,0.0001563950965766596,0.0002465987904167041,3437170.2915916354,2680992.8274414726,6118153.119279703,0.0001635570079088211,0,0.00013152463361620903,0
2014-03-16,78,1817906.4213022862,0.08030591463587984,0.11121332156680279,5439383.92538116,4242719.461797309,9682093.498391798,0.08076941967010498,0,0.05704616103321314,0,254860.04617761713,1.4773387579389753e-07,2.9471284945491004e-07,2307146.714033662,1938003.2397882766,4245139.953822235,1.601874828338623e-07,0,1.632142812013626e-07,0,681846.8805143839,0.00010064726996070887,0.00015869739898233913,3437170.2917001504,2680992.8275261153,6118153.11938496,0.00010525714606046677,0,8.464278653264046e-05,0
2014-03-17,79,1817906.3900838941,0.05560170233228957,0.07700117861658197,5439383.976018658,4242719.501294558,9682093.554314401,0.055922603234648705,0,0.0394972488284111,0,254860.04617758017,8.849041636924855e-08,1.7652865747495105e-07,2307146.714033778,1938003.2397883744,4245139.9538223315,9.685754776000977e-08,0,9.778887033462524e-08,0,681846.8804825228,6.477106526806957e-05,0.00010212894659917163,3437170.291769985,2680992.8275805865,6118153.119452697,6.773695349693298e-05,0,5.447119474411011e-05,0
2014-03-18,80,1817906.3684691007,0.038497155044676185,0.05331358970010956,5439384.011078732,4242719.528641415,9682093.593033744,0.03871934302151203,0,0.027346856892108917,0,254860.04617755805,5.300440273722025e-08,1.0573795941981869e-07,2307146.7140338477,1938003.2397884333,4245139.953822388,5.681067705154419e-08,0,5.8906152844429016e-08,0,681846.8804620187,4.168309917415282e-05,6.572458133548169e-05,3437170.291814927,2680992.827615641,6118153.119496289,4.359148442745209e-05,0,3.5054516047239304e-05,0
2014-03-19,81,1817906.3535035853,0.026654416096915927,0.036912925052242425,5439384.035353405,4242719.54757566,9682093.619841998,0.026808254420757294,0,0.018934245221316814,0,254860.0461775448,3.174881739671153e-08,6.33354021985722e-08,2307146.71403389,1938003.2397884687,4245139.953822424,3.5390257835388184e-08,0,3.5390257835388184e-08,0,681846.8804488234,2.6824951299823277e-05,4.229672475895913e-05,3437170.2918438492,2680992.8276382005,6118153.119524343,2.805422991514206e-05,0,2.2559426724910736e-05,0
2014-03-20,82,1817906.343141857,0.018454815432906745,0.025557536918516543,5439384.052160549,4242719.560685232,9682093.638403328,0.018561329692602158,0,0.013109572231769562,0,254860.04617753683,1.9017056711608796e-08,3.793693857888747e-08,2307146.7140339157,1938003.2397884899,4245139.953822444,2.0489096641540527e-08,0,2.1187588572502136e-08,0,681846.8804403316,1.7263064006411388e-05,2.7219846873194223e-05,3437170.2918624617,2680992.8276527184,6118153.119542397,1.805368810892105e-05,0,1.4517921954393387e-05,0
2014-03-21,83,1817906.335967669,0.012777627767141685,0.0176953650456219,5439384.063797373,4242719.569761956,9682093.651254702,0.012851374223828316,0,0.009076723828911781,0,254860.0461775321,1.139092529553637e-08,2.2723644347121862e-08,2307146.7140339306,1938003.2397885022,4245139.953822456,1.210719347000122e-08,0,1.234002411365509e-08,0,681846.8804348668,1.1109558117214503e-05,1.7517197071611134e-05,3437170.29187444,2680992.827662061,6118153.119554015,1.1618249118328094e-05,0,9.342562407255173e-06,0
2014-03-22,84,1817906.33100045,0.008846892605796878,0.012251804377148082,5439384.071854404,4242719.57604644,9682093.660152657,0.008897954598069191,0,0.0062844837084412575,0,254860.04617752924,6.82298855543709e-09,1.3611112467319205e-08,2307146.7140339403,1938003.23978851,4245139.953822464,7.450580596923828e-09,0,7.683411240577698e-09,0,681846.88043135,7.1495000698334966e-06,1.1273104818481826e-05,3437170.291882148,2680992.8276680736,6118153.1195614915,7.4766576290130615e-06,0,6.012618541717529e-06,0
2014-03-23,85,1817906.3275612793,0.006125355809414295,0.00848282714433612,5439384.077432878,4242719.58039765,9682093.666313365,0.0061607081443071365,0,0.004351209849119186,0,254860.04617752752,4.086867758681521e-09,8.152852120141755e-09,2307146.714033946,1938003.2397885148,4245139.9538224675,3.725290298461914e-09,0,4.889443516731262e-09,0,681846.8804290866,4.601026357511088e-06,7.254751627425651e-06,3437170.2918871082,2680992.8276719428,6118153.119566304,4.8121437430381775e-06,0,3.8691796362400055e-06,0
2014-03-24,86,1817906.3251800882,0.004241035390200552,0.0058732865540777005,5439384.081295267,4242719.5834103115,9682093.670578878,0.0042655132710933685,0,0.003012661822140217,0,254860.0461775265,2.4479728075879518e-09,4.883436772033415e-09,2307146.714033949,1938003.2397885176,4245139.953822471,3.725290298461914e-09,0,2.7939677238464355e-09,0,681846.88042763,2.960968505155273e-06,4.668760426564375e-06,3437170.2918903003,2680992.8276744327,6118153.119569401,3.0975788831710815e-06,0,2.489890903234482e-06,0
2014-03-25,87,1817906.3235314174,0.0029363839377475423,0.004066512711240008,5439384.083969478,4242719.585496198,9682093.6735322,0.0029533207416534424,0,0.0020858868956565857,0,254860.0461775259,1.466308645437388e-09,2.9251246322583868e-09,2307146.714033951,1938003.239788519,4245139.953822474,2.7939677238464355e-09,0,1.3969838619232178e-09,0,681846.8804266927,1.9055220046942655e-06,3.0045660510902994e-06,3437170.291892355,2680992.827676035,6118153.119571393,1.9920989871025085e-06,0,1.6023404896259308e-06,0
2014-03-26,88,1817906.3223899214,0.0020330777241444123,0.0028155500990087153,5439384.085821031,4242719.58694041,9682093.675577002,0.0020448025315999985,0,0.0014442112296819687,0,254860.0461775255,8.783017265506955e-10,1.752115438669527e-09,2307146.714033952,1938003.2397885201,4245139.953822474,0.0,0,1.1641532182693481e-09,0,681846.8804260895,1.2262936107326512e-06,1.9335797725554176e-06,3437170.291893677,2680992.827677067,6118153.119572677,1.2833625078201294e-06,0,1.0319054126739502e-06,0
2014-03-27,89,1817906.321599578,0.0014076513820154473,0.0019494153534211883,5439384.087102999,4242719.5879403455,9682093.676992772,0.0014157705008983612,0,0.0009999359026551247,0,254860.04617752528,5.26092238061325e-10,1.0494962094169607e-09,2307146.7140339534,1938003.2397885206,4245139.953822474,0.0,0,4.656612873077393e-10,0,681846.8804257013,7.891778804184877e-07,1.2443495679309053e-06,3437170.291894528,2680992.8276777305,6118153.119573502,8.25151801109314e-07,0,6.635673344135284e-07,0
2014-03-28,90,1817906.321052364,0.0009746217396963642,0.0013497256048162986,5439384.0879906025,4242719.588632676,9682093.677973017,0.0009802449494600296,0,0.0006923303008079529,0,254860.04617752513,3.1512186193903927e-10,6.286334885907183e-10,2307146.7140339534,1938003.239788521,4245139.953822474,0.0,0,4.656612873077393e-10,0,681846.8804254516,5.078720170500564e-07,8.007982758175418e-07,3437170.2918950757,2680992.8276781575,6118153.119574034,5.317851901054382e-07,0,4.270114004611969e-07,0
2014-03-29,91,1817906.3206734825,0.000674799531586874,0.0009345095624268488,5439384.088605165,4242719.589112034,9682093.678651722,0.0006787050515413284,0,0.0004793582484126091,0,254860.04617752504,1.8874420539965694e-10,3.7652395254622403e-10,2307146.7140339534,1938003.2397885213,4245139.953822474,0.0,0,2.3283064365386963e-10,0,681846.8804252908,3.268345257053204e-07,5.15338223681848e-07,3437170.2918954277,2680992.827678432,6118153.1195743745,3.4086406230926514e-07,0,2.7474015951156616e-07,0
2014-03-30,92,1817906.3204111594,0.00046721342189899774,0.0006470311093971484,5439384.089030663,4242719.589443922,9682093.67912163,0.00046990811824798584,0,0.00033188797533512115,0,254860.046177525,1.130592747601854e-10,2.2554082979379528e-10,2307146.7140339534,1938003.2397885213,4245139.953822474,0.0,0,0.0,0,681846.8804251873,2.1033264184551051e-07,3.316493243576736e-07,3437170.2918956545,2680992.827678609,6118153.119574595,2.207234501838684e-07,0,1.7695128917694092e-07,0
2014-03-31,93,1817906.3202295324,0.0003234868720893941,0.0004479857270939893,5439384.089325268,4242719.589673715,9682093.679446984,0.00032535381615161896,0,0.00022979266941547394,0,254860.04617752496,6.772150455168498e-11,1.3509696246718737e-10,2307146.7140339534,1938003.2397885213,4245139.953822474,0.0,0,0.0,0,681846.8804251208,1.3536141254535962e-07,2.1342532730464314e-07,3437170.2918958003,2680992.8276787233,6118153.119574737,1.4156103134155273e-07,0,1.1408701539039612e-07,0
2014-04-01,94,1817906.3201037797,0.00022397290364406034,0.0003101750111483113,5439384.089529243,4242719.589832816,9682093.679672252,0.00022526830434799194,0,0.00015910156071186066,0,254860.04617752496,4.056409159858475e-11,8.092090315693709e-11,2307146.7140339534,1938003.2397885213,4245139.953822474,0.0,0,0.0,0,681846.880425078,8.71076035294857e-08,1.3735622854116219e-07,3437170.2918958943,2680992.8276787964,6118153.119574828,9.12696123123169e-08,0,7.310882210731506e-08,0
2014-04-02,96,1817906.3200167113,0.00015507315683161102,0.00021475661934879515,5439384.089670473,4242719.589942974,9682093.67982822,0.0,0,0.0,0,254860.04617752496,2.429726837019769e-11,4.8470379856257653e-11,2307146.7140339534,1938003.2397885213,4245139.953822474,0.0,0,0.0,0,681846.8804250505,5.605845794912092e-08,8.839323203748168e-08,3437170.291895955,2680992.8276788434,6118153.119574886,0.0,0,0.0,0
